tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1983$323,Bordeaux,Clay,32,A,19830919,4,100523,"","",Erick Iskersky,R,180,USA,24.93908282,112,0,100599,5,"",Bernard Boileau,R,185,BEL,23.6112251882,71,0,6$1 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,5,100782,4,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100921,"","",Patrice Kuchna,R,178,FRA,19.65229295,234,0,6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,6,100600,"","",Pascal Portes,R,175,FRA,23.6030116359,254,0,100490,"","",Jaroslav Navratil,R,196,CZE,25.4455852156,169,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,7,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,100395,"","",Victor Pecci,R,193,PAR,27.2197125257,68,0,6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,8,100922,7,"",Roberto Arguello,U,173,ARG,19.6468172485,743,0,100799,"","",Carlos Castellan,R,190,ARG,20.900752909,122,0,6$4 6$0,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,9,100640,8,"",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,100628,"","",Michiel Schapers,R,201,NED,23.2306639288,223,0,6$1 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,10,100910,"","",Magnus Tideman,R,193,SWE,19.7371663244,103,0,100501,"",Q,Gregoire Rafaitin,R,180,FRA,25.2703627652,,,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,11,100504,"","",Jerome Vanier,L,175,FRA,25.1690622861,616,0,101109,"","",Tarik Benhabiles,R,175,FRA,17.9082819986,616,0,6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,12,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,100297,3,"",Corrado Barazzutti,R,178,ITA,29.8699520876,113,0,6$4 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,13,100536,6,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,100160,"","",Georges Goven,R,173,FRA,34.688569473,252,0,6$1 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,14,100829,"","",Jan Gunnarsson,R,185,SWE,20.5968514716,143,0,107851,"",Q,Nicholas Sido,R,,FRA,,523,0,6$4 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,15,100377,"","",Colin Dowdeswell,R,185,GBR,27.6468172485,238,0,100588,"","",Pender Murphy,R,,USA,23.794661191,175,0,7$5 4$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,16,100800,2,"",Diego Perez,R,178,URU,20.8980150582,121,0,100651,"",Q,Alejandro Ganzabal,R,180,ARG,22.8802190281,92,0,6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,17,101073,"","",Martin Jaite,R,178,ARG,18.2340862423,285,0,100314,"","",Bernard Fritz,R,173,FRA,29.2457221081,94,0,6$4 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,18,101036,"","",Miloslav Mecir,R,190,SVK,18.6255989049,215,0,100523,"","",Erick Iskersky,R,180,USA,24.93908282,112,0,3$6 7$5 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,19,100782,4,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100600,"","",Pascal Portes,R,175,FRA,23.6030116359,254,0,6$7 6$3 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,20,100922,7,"",Roberto Arguello,U,173,ARG,19.6468172485,743,0,100942,"","",Thierry Tulasne,R,178,FRA,19.4798083504,98,0,4$6 6$3 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,21,100640,8,"",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,100910,"","",Magnus Tideman,R,193,SWE,19.7371663244,103,0,7$5 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,22,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,100504,"","",Jerome Vanier,L,175,FRA,25.1690622861,616,0,6$4 6$0,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,23,100536,6,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,100829,"","",Jan Gunnarsson,R,185,SWE,20.5968514716,143,0,6$3 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,24,100800,2,"",Diego Perez,R,178,URU,20.8980150582,121,0,100377,"","",Colin Dowdeswell,R,185,GBR,27.6468172485,238,0,6$4 3$6 6$1,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,25,101036,"","",Miloslav Mecir,R,190,SVK,18.6255989049,215,0,101073,"","",Martin Jaite,R,178,ARG,18.2340862423,285,0,3$6 6$2 10$8,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,26,100782,4,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100922,7,"",Roberto Arguello,U,173,ARG,19.6468172485,743,0,7$6 6$3,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,27,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,100640,8,"",Stefan Simonsson,R,175,SWE,22.9952087611,105,0,6$3 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,28,100536,6,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,100800,2,"",Diego Perez,R,178,URU,20.8980150582,121,0,6$2 6$0,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,29,100782,4,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,101036,"","",Miloslav Mecir,R,190,SVK,18.6255989049,215,0,6$4 1$6 8$6,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,30,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,100536,6,"",Fernando Luna,R,175,ESP,24.6954140999,62,0,6$4 6$2,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$323,Bordeaux,Clay,32,A,19830919,31,100782,4,"",Pablo Arraya,R,180,PER,21.2019164956,36,0,100809,"","",Juan Aguilera,R,183,ESP,20.7857631759,227,0,7$5 7$5,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,1,100581,1,"",John Mcenroe,L,180,USA,23.8795345654,1,0,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,6$4 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,2,100255,"","",Roscoe Tanner,L,183,USA,31.2197125257,43,0,100475,"","",Matt Mitchell,R,180,USA,25.8015058179,110,0,7$6 3$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,3,100570,"",Q,Marty Davis,R,183,USA,24.1341546886,141,0,100957,"","",Greg Holmes,R,178,USA,19.3483915127,,,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,4,100272,"","",Sandy Mayer,R,178,USA,30.7460643395,16,0,100681,"","",Morris Skip Strode,R,193,USA,22.5790554415,127,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,5,100529,4,"",Kevin Curren,R,185,USA,24.8405201916,17,0,100345,"","",Pat Dupre,R,190,USA,28.2984257358,82,0,7$5 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,6,100855,"","",Scott Davis,R,188,USA,20.3531827515,193,0,100380,"","",Butch Walts,R,193,USA,27.5838466804,473,0,6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,7,100689,"","",Tim Mayotte,R,190,USA,22.417522245,29,0,100567,"","",Chip Hooper,R,198,USA,24.1943874059,30,0,6$3 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,8,100428,5,"",Gene Mayer,R,183,USA,26.7296372348,8,0,100606,"","",Mike Bauer,R,188,USA,23.5154004107,89,0,7$5 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,9,100452,6,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100887,"","",Eric Korita,R,196,USA,19.9726214921,240,0,6$7 6$3 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,10,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,100186,"","",Jeff Borowiak,R,193,USA,33.273100616,82,0,3$6 6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,11,100752,"",Q,Ramesh Krishnan,R,170,IND,21.5797399042,100,0,100597,"","",Jay Lapidus,L,188,USA,23.6769336071,39,0,6$3 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,12,100354,"","",Bernard Mitton,R,188,RSA,28.1505817933,162,0,100244,"","",John Alexander,R,190,AUS,31.5017111567,31,0,6$4 7$6,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,13,100586,8,"",Eliot Teltscher,R,178,USA,23.8056125941,14,0,100502,"","",Vincent Van Patten,R,180,USA,25.2128678987,48,0,6$4 6$0,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,14,100655,"","",Fritz Buehning,R,196,USA,22.8309377139,59,0,100360,"","",Brian Teacher,R,190,USA,28.0301163587,18,0,4$6 7$6 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,15,100362,"","",Peter Fleming,R,196,USA,27.9507186858,,,100663,"",Q,Marcel Freeman,R,173,USA,22.7624914442,,,6$0 6$7 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,16,100656,2,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,101093,"",Q,Steve Devries,R,180,USA,18.0698151951,,,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,17,100581,1,"",John Mcenroe,L,180,USA,23.8795345654,1,0,100255,"","",Roscoe Tanner,L,183,USA,31.2197125257,43,0,6$3 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,18,100272,"","",Sandy Mayer,R,178,USA,30.7460643395,16,0,100570,"",Q,Marty Davis,R,183,USA,24.1341546886,141,0,7$6 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,19,100529,4,"",Kevin Curren,R,185,USA,24.8405201916,17,0,100855,"","",Scott Davis,R,188,USA,20.3531827515,193,0,6$3 7$5,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,20,100689,"","",Tim Mayotte,R,190,USA,22.417522245,29,0,100428,5,"",Gene Mayer,R,183,USA,26.7296372348,8,0,6$4 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,21,100452,6,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,100546,"","",Eric Fromm,R,178,USA,24.5201916496,63,0,7$5 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,22,100752,"",Q,Ramesh Krishnan,R,170,IND,21.5797399042,100,0,100354,"","",Bernard Mitton,R,188,RSA,28.1505817933,162,0,6$2 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,23,100655,"","",Fritz Buehning,R,196,USA,22.8309377139,59,0,100586,8,"",Eliot Teltscher,R,178,USA,23.8056125941,14,0,6$1 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,24,100656,2,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,100362,"","",Peter Fleming,R,196,USA,27.9507186858,,,3$6 6$3 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,25,100581,1,"",John Mcenroe,L,180,USA,23.8795345654,1,0,100272,"","",Sandy Mayer,R,178,USA,30.7460643395,16,0,6$4 6$2,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,26,100529,4,"",Kevin Curren,R,185,USA,24.8405201916,17,0,100689,"","",Tim Mayotte,R,190,USA,22.417522245,29,0,6$3 6$2,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,27,100752,"",Q,Ramesh Krishnan,R,170,IND,21.5797399042,100,0,100452,6,"",Bill Scanlon,R,185,USA,26.1382614648,71,0,6$3 7$6,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,28,100656,2,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,100655,"","",Fritz Buehning,R,196,USA,22.8309377139,59,0,6$0 6$2,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,29,100581,1,"",John Mcenroe,L,180,USA,23.8795345654,1,0,100529,4,"",Kevin Curren,R,185,USA,24.8405201916,17,0,6$7 6$2 6$4,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,30,100656,2,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,100752,"",Q,Ramesh Krishnan,R,170,IND,21.5797399042,100,0,6$0 6$1,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$424,San Francisco,Carpet,32,A,19830919,31,100656,2,"",Ivan Lendl,R,188,USA,22.8254620123,3,0,100581,1,"",John Mcenroe,L,180,USA,23.8795345654,1,0,3$6 7$6 6$4,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,1,100534,"","",Steve Meister,R,193,USA,24.7036276523,,,100244,1,"",John Alexander,R,190,AUS,31.5017111567,31,0,6$4 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,2,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,100728,"",Q,Todd Nelson,R,185,USA,21.7960301164,423,0,6$1 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,3,100836,"","",Glenn Michibata,R,175,CAN,20.5585215606,172,0,100815,"",Q,David Pate,R,183,USA,20.7173169062,203,0,7$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,4,100524,"","",Shozo Shiraishi,R,,JPN,24.9336071184,831,0,100345,7,"",Pat Dupre,R,190,USA,28.2984257358,82,0,6$2 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,5,100855,3,"",Scott Davis,R,188,USA,20.3531827515,193,0,100496,"","",Charles Buzz Strode,R,183,USA,25.3278576318,191,0,6$2 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,6,100380,"","",Butch Walts,R,193,USA,27.5838466804,473,0,100430,"","",David Carter,R,183,AUS,26.7022587269,190,0,6$2 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,7,100436,"","",Nick Saviano,L,180,USA,26.5790554415,98,0,100663,"","",Marcel Freeman,R,173,USA,22.7624914442,,,2$6 6$0 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,8,100570,"","",Marty Davis,R,183,USA,24.1341546886,141,0,100402,5,"",Francisco Gonzalez,R,193,PAR,27.1238877481,114,0,7$6 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,9,100354,"","",Bernard Mitton,R,188,RSA,28.1505817933,162,0,100186,8,"",Jeff Borowiak,R,193,USA,33.273100616,82,0,7$5 6$4,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,10,100535,"","",Tony Giammalva,R,190,USA,24.7036276523,177,0,100657,"","",Mike Leach,L,180,USA,22.8199863107,143,0,6$4 3$6 7$5,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,11,100681,"","",Morris Skip Strode,R,193,USA,22.5790554415,127,0,100540,"","",Drew Gitlin,R,178,USA,24.6078028747,90,0,7$6 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,12,100502,4,"",Vincent Van Patten,R,180,USA,25.2128678987,48,0,100475,"","",Matt Mitchell,R,180,USA,25.8015058179,110,0,6$3 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,13,100567,6,"",Chip Hooper,R,198,USA,24.1943874059,30,0,100372,"","",Trey Waltke,R,173,USA,27.8028747433,152,0,7$5 6$2,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,14,100585,"","",Van Winitsky,L,185,USA,23.8138261465,53,0,100471,"",Q,Mark Vines,L,170,USA,25.8590006845,,,7$5 6$1,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,15,100649,"",Q,David Dowlen,R,178,USA,22.9158110883,,,100273,"","",Kim Warwick,R,183,AUS,30.7378507871,42,0,6$2 6$0,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,16,100606,2,"",Mike Bauer,R,188,USA,23.5154004107,89,0,100472,"","",Craig Wittus,R,180,USA,25.8562628337,163,0,4$6 6$1 6$3,3,R32,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,17,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,100534,"","",Steve Meister,R,193,USA,24.7036276523,,,6$7 6$1 7$5,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,18,100836,"","",Glenn Michibata,R,175,CAN,20.5585215606,172,0,100524,"","",Shozo Shiraishi,R,,JPN,24.9336071184,831,0,6$4 6$2,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,19,100855,3,"",Scott Davis,R,188,USA,20.3531827515,193,0,100380,"","",Butch Walts,R,193,USA,27.5838466804,473,0,6$4 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,20,100570,"","",Marty Davis,R,183,USA,24.1341546886,141,0,100436,"","",Nick Saviano,L,180,USA,26.5790554415,98,0,6$3 6$3,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,21,100535,"","",Tony Giammalva,R,190,USA,24.7036276523,177,0,100354,"","",Bernard Mitton,R,188,RSA,28.1505817933,162,0,1$6 6$3 6$0,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,22,100502,4,"",Vincent Van Patten,R,180,USA,25.2128678987,48,0,100681,"","",Morris Skip Strode,R,193,USA,22.5790554415,127,0,7$5 7$5,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,23,100567,6,"",Chip Hooper,R,198,USA,24.1943874059,30,0,100585,"","",Van Winitsky,L,185,USA,23.8138261465,53,0,6$4 6$7 6$4,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,24,100649,"",Q,David Dowlen,R,178,USA,22.9158110883,,,100606,2,"",Mike Bauer,R,188,USA,23.5154004107,89,0,6$4 1$6 7$6,3,R16,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,25,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,100836,"","",Glenn Michibata,R,175,CAN,20.5585215606,172,0,7$5 6$3,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,26,100855,3,"",Scott Davis,R,188,USA,20.3531827515,193,0,100570,"","",Marty Davis,R,183,USA,24.1341546886,141,0,7$5 6$1,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,27,100502,4,"",Vincent Van Patten,R,180,USA,25.2128678987,48,0,100535,"","",Tony Giammalva,R,190,USA,24.7036276523,177,0,6$4 6$4,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,28,100649,"",Q,David Dowlen,R,178,USA,22.9158110883,,,100567,6,"",Chip Hooper,R,198,USA,24.1943874059,30,0,7$6 7$6,3,QF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,29,100855,3,"",Scott Davis,R,188,USA,20.3531827515,193,0,100763,"","",Brad Gilbert,R,185,USA,21.401779603,54,0,6$3 7$6,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,30,100502,4,"",Vincent Van Patten,R,180,USA,25.2128678987,48,0,100649,"",Q,David Dowlen,R,178,USA,22.9158110883,,,7$6 3$6 7$5,3,SF,,,,,,,,,,,,,,,,,,,,1983
1983$324,Maui,Hard,32,A,19830925,31,100855,3,"",Scott Davis,R,188,USA,20.3531827515,193,0,100502,4,"",Vincent Van Patten,R,180,USA,25.2128678987,48,0,6$3 6$7 7$6,3,F,,,,,,,,,,,,,,,,,,,,1983
1983$D003,Davis Cup WG SF: SWE vs ARG,Carpet,4,D,19830930,1,101062,"","",Mats Wilander,R,183,SWE,,,,100282,"","",Guillermo Vilas,L,180,ARG,,,,6$4 6$3 6$4,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D003,Davis Cup WG SF: SWE vs ARG,Carpet,4,D,19830930,2,100757,"","",Anders Jarryd,R,180,SWE,,,,100555,"","",Jose Luis Clerc,R,185,ARG,,,,7$5 6$2 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D003,Davis Cup WG SF: SWE vs ARG,Carpet,4,D,19830930,3,100282,"","",Guillermo Vilas,L,180,ARG,,,,100757,"","",Anders Jarryd,R,180,SWE,,,,6$4 6$0,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D003,Davis Cup WG SF: SWE vs ARG,Carpet,4,D,19830930,4,101062,"","",Mats Wilander,R,183,SWE,,,,100555,"","",Jose Luis Clerc,R,185,ARG,,,,6$1 6$2,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D005,Davis Cup WG SF: AUS vs FRA,Grass,4,D,19830930,1,100676,"","",Yannick Noah,R,193,FRA,,,,101138,"","",Pat Cash,R,183,AUS,,,,6$4 10$8 6$3,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D005,Davis Cup WG SF: AUS vs FRA,Grass,4,D,19830930,2,100713,"","",John Fitzgerald,R,183,AUS,,,,100936,"","",Henri Leconte,L,185,FRA,,,,4$6 10$8 9$7 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D005,Davis Cup WG SF: AUS vs FRA,Grass,4,D,19830930,3,100713,"","",John Fitzgerald,R,183,AUS,,,,100676,"","",Yannick Noah,R,193,FRA,,,,13$11 4$6 6$4 6$3,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D005,Davis Cup WG SF: AUS vs FRA,Grass,4,D,19830930,4,101138,"","",Pat Cash,R,183,AUS,,,,100936,"","",Henri Leconte,L,185,FRA,,,,3$6 9$7 8$6,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D015,Davis Cup AME F: ECU vs BRA,Clay,4,D,19830930,1,100653,"","",Andres Gomez,L,193,ECU,,,,100221,"","",Carlos Kirmayr,R,173,BRA,,,,6$3 6$2 6$0,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D015,Davis Cup AME F: ECU vs BRA,Clay,4,D,19830930,2,100526,"","",Ricardo Ycaza,R,183,ECU,,,,100393,"","",Marcos Hocevar,R,185,BRA,,,,7$5 1$6 6$2 6$2,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D015,Davis Cup AME F: ECU vs BRA,Clay,4,D,19830930,3,100526,"","",Ricardo Ycaza,R,183,ECU,,,,100221,"","",Carlos Kirmayr,R,173,BRA,,,,8$6 6$2,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D015,Davis Cup AME F: ECU vs BRA,Clay,4,D,19830930,4,100727,"","",Raul Antonio Viver,L,190,ECU,,,,100393,"","",Marcos Hocevar,R,185,BRA,,,,6$3 6$4,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D023,Davis Cup WG PO: GBR vs CHI,Grass,4,D,19830930,1,100343,"","",John Lloyd,R,178,GBR,,,,102879,"","",Jaime Fillol,U,,CHI,,,,6$1 7$5 6$8 6$4,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D023,Davis Cup WG PO: GBR vs CHI,Grass,4,D,19830930,2,100376,"","",Buster C Mottram,R,,GBR,,,,100518,"","",Ricardo Acuna,R,175,CHI,,,,6$4 6$3 6$3,5,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D023,Davis Cup WG PO: GBR vs CHI,Grass,4,D,19830930,3,100518,"","",Ricardo Acuna,R,175,CHI,,,,100516,"","",Andrew Jarrett,R,,GBR,,,,12$14 9$7 6$0,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D023,Davis Cup WG PO: GBR vs CHI,Grass,4,D,19830930,4,100376,"","",Buster C Mottram,R,,GBR,,,,102879,"","",Jaime Fillol,U,,CHI,,,,6$4 6$2,3,RR,,,,,,,,,,,,,,,,,,,,1983
1983$D026,Davis Cup WG PO: DEN vs INA,Carpet,4,D,19830930,1,100725,"","",Michael Mortensen,R,188,DEN,,,,107473,"","",Justedjo Tarik,R,,INA,,,,11$9 6$3 6$4,5,RR,,,,,,,,,,,,,,,,,,,,1983
